hid,buildyear,type,price,planno
6144,1956,Brick and Wood,96026,3
6145,1947,Brick,385602,3
6146,1963,Wood,379512,4
6147,1936,Brick,240850,4
6148,2008,Brick,219277,3
6149,2011,Brick and Wood,294681,3
6150,1964,Brick and Wood,481275,4
6151,1984,Wood,481387,4
6152,2014,Wood,303847,3
6153,1961,Brick,286725,3
6154,1949,Brick,460446,3
6155,1941,Brick and Wood,75983,4
6156,1931,Brick and Wood,105409,4
6157,1980,Brick and Wood,210688,4
6158,1976,Wood,285553,4
6159,1950,Brick,217017,4
6160,2000,Wood,217980,4
6161,1960,Brick,328319,4
6162,1962,Wood,257624,3
6163,1958,Wood,285230,4
6164,1955,Brick,392339,4
6165,1978,Wood,74954,3
6166,1999,Brick,293020,3
6167,2014,Brick,421678,4
6168,1971,Brick,30089,3
6169,1965,Brick,491964,3
6170,1936,Wood,358580,3
6171,1953,Brick and Wood,432433,3
6172,1977,Brick and Wood,61060,3
6173,1977,Brick,183647,3
6174,2002,Brick and Wood,451212,4
6175,1953,Wood,118187,3
6176,1988,Wood,491021,3
6177,1976,Wood,489155,3
6178,1945,Brick and Wood,112699,3
6179,1962,Wood,110070,3
6180,1967,Wood,384478,4
6181,1957,Brick,254983,3
6182,1983,Wood,445152,4
6183,2009,Brick,30879,3
6184,1940,Brick and Wood,421265,4
6185,1986,Brick,101697,4
6186,1962,Brick,86800,3
6187,1933,Wood,276936,3
6188,1954,Brick and Wood,224315,3
6189,1966,Wood,96675,4
6190,1942,Wood,101966,4
6191,1990,Wood,33904,3
6192,1997,Brick,252304,3
6193,2013,Brick,409080,4
6194,1931,Brick,230153,4
6195,2000,Brick and Wood,315902,4
6196,1930,Brick,338773,3
6197,1998,Brick,137439,4
6198,1940,Wood,352378,4
6199,2000,Wood,93924,3
6200,1957,Brick and Wood,154152,4
6201,1992,Brick and Wood,404056,4
6202,1952,Brick,347547,3
6203,2012,Wood,400411,3
6204,1933,Wood,161044,3
6205,2009,Brick and Wood,437742,4
6206,1933,Brick and Wood,381382,3
6207,1935,Brick,472615,4
6208,1945,Brick,438653,4
6209,1995,Brick and Wood,411984,3
6210,1942,Wood,106705,4
6211,1930,Brick,91536,4
6212,1940,Brick and Wood,208692,3
6213,1994,Brick and Wood,259866,3
6214,1983,Brick,70764,4
6215,1933,Brick,398030,4
6216,1959,Brick and Wood,170274,4
6217,1993,Brick,62906,4
6218,1964,Wood,87439,4
6219,2015,Wood,164346,3
6220,1947,Brick and Wood,156967,4
6221,1965,Brick and Wood,165666,3
6222,1982,Brick,151092,4
6223,1991,Wood,293577,3
6224,1973,Brick and Wood,431103,4
6225,2002,Brick and Wood,369761,3
6226,2003,Wood,350157,4
6227,1984,Wood,354635,4
6228,1996,Wood,182425,3
6229,2013,Brick,197838,4
6230,1937,Wood,149710,4
6231,1942,Brick,313380,4
6232,1963,Wood,51693,4
6233,1976,Brick and Wood,118147,3
6234,1981,Brick,99307,4
6235,1939,Brick,70136,4
6236,1936,Brick and Wood,335168,4
6237,1995,Brick,222079,3
6238,1965,Brick and Wood,376679,4
6239,1964,Brick and Wood,105919,3
6240,1962,Brick,343409,3
6241,1985,Wood,241475,4
6242,1991,Wood,124719,3
6243,1976,Brick,312875,3
6244,1931,Brick and Wood,196058,3
6245,1946,Brick,34139,4
6246,1931,Brick,216748,3
6247,1947,Wood,164061,3
6248,2007,Brick,375242,4
6249,1961,Brick,404489,3
6250,1980,Brick,104856,4
6251,1947,Brick and Wood,112736,4
6252,1981,Wood,304168,4
6253,1946,Brick,436000,3
6254,1982,Brick,102459,3
6255,1967,Brick and Wood,491053,3
6256,1955,Brick and Wood,260796,3
6257,1956,Wood,317931,3
6258,1994,Brick and Wood,155991,3
6259,1954,Brick and Wood,40741,4
6260,1936,Brick and Wood,193387,4
6261,1980,Wood,301930,3
6262,1948,Brick and Wood,131602,4
6263,1997,Wood,83946,3
6264,1969,Brick and Wood,328267,4
6265,2009,Brick and Wood,154856,4
6266,2005,Brick and Wood,404640,3
6267,1930,Brick and Wood,313594,4
6268,1966,Brick,329185,4
6269,2000,Brick,160533,4
6270,1998,Wood,92048,4
6271,2000,Brick and Wood,470610,3
6272,1997,Brick and Wood,269126,3
6273,1981,Brick and Wood,360821,4
6274,1997,Brick and Wood,313461,3
6275,1939,Wood,251924,4
6276,2013,Brick and Wood,137100,4
6277,1997,Wood,83258,4
6278,1992,Brick,116396,4
6279,2011,Brick and Wood,98493,3
6280,1980,Wood,198616,3
6281,1944,Wood,305060,4
6282,1975,Brick and Wood,75927,4
6283,1985,Brick and Wood,474340,4
6284,1983,Brick and Wood,291151,4
6285,1985,Brick and Wood,184829,4
6286,1987,Brick and Wood,377545,4
6287,1966,Brick and Wood,173641,3
6288,1949,Brick,387442,4
6289,1948,Brick,189584,3
6290,1964,Brick and Wood,47178,3
6291,1938,Wood,275463,3
6292,1972,Brick and Wood,108854,3
6293,1950,Brick,398113,3
6294,2007,Brick and Wood,316962,4
6295,2013,Wood,110930,4
6296,2015,Brick and Wood,455470,3
6297,1932,Brick,187792,4
6298,1955,Brick,487930,3
6299,2012,Brick,375309,4
6300,1984,Brick,154210,3
6301,2009,Brick and Wood,343548,3
6302,1971,Wood,360925,3
6303,2015,Brick and Wood,306443,3
6304,1938,Brick and Wood,457403,3
6305,1978,Wood,267116,4
6306,1966,Wood,79309,3
6307,1941,Brick,389463,4
6308,1946,Brick,404907,4
6309,2016,Wood,438945,3
6310,1949,Wood,325592,3
6311,2003,Wood,453826,4
6312,1961,Brick and Wood,338894,3
6313,1961,Brick and Wood,361447,4
6314,1975,Wood,417075,3
6315,2011,Wood,333592,3
6316,1999,Brick,292834,3
6317,1959,Wood,110532,3
6318,2007,Wood,248959,4
6319,1958,Brick,364466,3
6320,1951,Brick and Wood,263356,4
6321,1931,Brick and Wood,363267,3
6322,1933,Brick and Wood,257731,4
6323,1983,Wood,371193,4
6324,1936,Brick and Wood,440368,4
6325,1977,Brick,146869,4
6326,1932,Brick,69058,3
6327,1948,Brick,84795,4
6328,1980,Brick,239101,3
6329,1999,Wood,297897,3
6330,1966,Wood,167029,4
6331,1992,Brick and Wood,494201,4
6332,1979,Wood,483893,4
6333,2016,Brick,461800,4
6334,1982,Brick and Wood,304625,4
6335,2011,Brick,419104,4
6336,1955,Brick,111144,3
6337,1950,Brick,342573,4
6338,1963,Brick,194383,4
6339,1977,Wood,158146,3
6340,1950,Brick,78679,3
6341,1980,Brick,121448,3
6342,1996,Wood,181217,3
6343,1946,Brick,78102,4
6344,1995,Brick,141102,3
6345,1936,Brick,166740,4
6346,1944,Brick and Wood,242850,3
6347,1993,Brick and Wood,342693,4
6348,2014,Brick,393339,4
6349,1997,Wood,444208,4
6350,1942,Brick and Wood,239989,3
6351,1952,Brick and Wood,190339,3
6352,1982,Brick and Wood,162566,3
6353,1995,Brick and Wood,248376,3
6354,2009,Brick and Wood,63409,4
6355,1957,Brick and Wood,436954,3
6356,1939,Brick and Wood,246426,3
6357,1963,Brick,91431,4
6358,1994,Brick and Wood,336627,4
6359,1954,Brick,374059,3
6360,1964,Brick,69777,4
6361,1951,Brick and Wood,397311,3
6362,1991,Wood,32671,3
6363,1955,Brick,268734,3
6364,1991,Brick,259661,3
6365,1954,Brick,162416,3
6366,1955,Brick and Wood,122114,3
6367,1966,Brick,40787,4
6368,2016,Brick,178913,3
6369,1970,Brick and Wood,469889,4
6370,1959,Wood,396377,3
6371,1965,Brick and Wood,273343,4
6372,1934,Wood,255485,3
6373,1979,Wood,409419,4
6374,1944,Brick and Wood,191181,3
6375,1937,Brick and Wood,200055,4
6376,1957,Brick,464002,4
6377,1965,Wood,102180,3
6378,1985,Brick and Wood,276972,3
6379,2007,Brick and Wood,407419,4
6380,1973,Wood,357267,4
6381,1995,Brick and Wood,256509,3
6382,1932,Brick,428684,3
6383,1939,Wood,466600,3
6384,1971,Brick and Wood,275250,3
6385,1958,Wood,158549,4
6386,1973,Brick and Wood,489673,3
6387,1983,Brick,325896,3
6388,1940,Wood,355177,4
6389,2000,Brick and Wood,102817,4
6390,2005,Brick and Wood,279850,4
6391,1969,Wood,256584,4
6392,1981,Wood,91883,4
6393,1992,Brick,304344,4
6394,1989,Brick and Wood,72892,4
6395,2014,Brick and Wood,184772,3
6396,1960,Wood,204837,3
6397,1940,Brick,131862,3
6398,2008,Brick,381636,3
6399,1954,Wood,149132,3
6400,2003,Brick,388666,3
6401,1978,Wood,132049,3
6402,1980,Brick and Wood,52415,3
6403,1930,Brick and Wood,210904,4
6404,1998,Wood,380271,4
6405,1944,Brick and Wood,61883,4
6406,1962,Wood,452921,3
6407,1967,Brick,244021,3
6408,1980,Wood,141189,3
6409,1971,Brick,402588,3
6410,2008,Wood,241768,3
6411,1958,Brick,496352,4
6412,1971,Wood,416445,4
6413,1968,Brick,38746,3
6414,1997,Brick and Wood,268014,3
6415,1970,Wood,303627,3
6416,1958,Wood,323591,4
6417,1942,Brick and Wood,257100,4
6418,1957,Wood,83456,4
6419,1965,Wood,241416,3
6420,1971,Wood,232173,3
6421,1936,Wood,60748,4
6422,1946,Wood,297660,3
6423,1950,Brick and Wood,351728,4
6424,1952,Wood,364233,4
6425,2016,Brick,156354,4
6426,1988,Brick and Wood,470977,3
6427,1945,Brick and Wood,401059,4
6428,1990,Wood,347695,3
6429,1952,Brick,259665,3
6430,2016,Brick and Wood,75306,3
6431,1996,Brick,298110,3
6432,1942,Wood,249930,4
6433,1992,Brick,318226,4
6434,1956,Wood,410021,4
6435,1955,Wood,314641,4
6436,1953,Wood,268078,4
6437,1955,Brick,197623,4
6438,1993,Brick,405251,3
6439,1984,Wood,59673,3
6440,1986,Wood,45405,3
6441,2016,Brick and Wood,113944,4
6442,1948,Wood,443191,4
6443,1962,Wood,357262,3
6444,2012,Brick and Wood,230180,3
6445,1985,Brick and Wood,243139,3
6446,1946,Wood,200503,4
6447,1986,Brick,258284,4
6448,1985,Brick and Wood,224573,3
6449,1959,Brick,66148,4
6450,1988,Wood,151524,3
6451,1990,Brick and Wood,244446,3
6452,1942,Brick,452746,4
6453,1976,Brick and Wood,307382,4
6454,1954,Wood,35514,3
6455,1943,Brick and Wood,458057,3
6456,1981,Brick and Wood,93827,3
6457,2015,Wood,136887,4
6458,1947,Brick and Wood,72127,4
6459,1998,Brick,164917,4
6460,1971,Wood,351833,3
6461,2008,Brick,236960,3
6462,2007,Wood,67106,3
6463,1983,Brick,245101,3
6464,1972,Brick and Wood,250364,3
6465,1955,Brick,143671,4
6466,1939,Brick and Wood,152742,4
6467,1934,Brick,262477,3
6468,1944,Brick,295885,3
6469,1966,Wood,283603,4
6470,2012,Brick and Wood,474309,3
6471,1934,Brick and Wood,189168,4
6472,1995,Brick,380029,4
6473,1933,Brick,377737,3
6474,1956,Brick and Wood,102124,3
6475,1949,Brick,287315,4
6476,1982,Wood,119445,4
6477,1978,Wood,157225,4
6478,1944,Brick,37422,4
6479,1973,Wood,105932,3
6480,1988,Brick and Wood,45310,3
6481,1999,Wood,323985,3
6482,1951,Brick,413675,3
6483,1974,Wood,329766,3
6484,1956,Brick and Wood,416696,4
6485,1995,Wood,184461,4
6486,1990,Brick and Wood,242123,3
6487,1981,Brick and Wood,403623,3
6488,1980,Wood,442858,4
6489,1933,Wood,377443,3
6490,1931,Wood,321014,3
6491,1995,Brick,433918,3
6492,2004,Brick,368957,4
6493,1953,Brick and Wood,61484,4
6494,1947,Brick and Wood,456613,3
6495,2012,Brick,231794,3
6496,1963,Brick,428699,3
6497,1978,Wood,458525,4
6498,1974,Brick,265735,3
6499,1957,Wood,497620,3
6500,1937,Wood,426299,3
6501,1972,Brick,220491,4
6502,1942,Wood,309406,4
6503,1991,Brick,482006,4
6504,1941,Brick,125899,3
6505,2002,Wood,118211,4
6506,2002,Brick,168941,4
6507,2004,Brick and Wood,62744,3
6508,1985,Brick and Wood,73566,4
6509,2006,Wood,235558,4
6510,2016,Brick,418247,4
6511,2006,Wood,313892,3
6512,1980,Wood,476548,3
6513,1984,Wood,83356,4
6514,1934,Brick,488030,3
6515,1948,Brick and Wood,294008,4
6516,1991,Wood,316573,3
6517,1977,Wood,392763,4
6518,1993,Wood,224422,4
6519,1969,Wood,487557,3
6520,1958,Brick and Wood,75219,4
6521,1942,Brick,226858,3
6522,1997,Brick and Wood,352266,3
6523,1931,Brick,181556,4
6524,1932,Brick,214974,3
6525,1949,Brick,429969,3
6526,1978,Brick,149142,4
6527,1993,Wood,198208,4
6528,1969,Brick and Wood,55944,3
6529,1952,Wood,468900,3
6530,2016,Wood,139544,4
6531,1930,Brick and Wood,283533,4
6532,1973,Brick,322968,4
6533,1982,Wood,337074,3
6534,2005,Wood,168540,3
6535,1951,Brick,397573,3
6536,1989,Brick and Wood,236125,4
6537,1999,Brick,355530,3
6538,1999,Brick,147097,3
6539,2008,Wood,332557,3
6540,1963,Brick and Wood,232016,4
6541,2000,Brick,93471,3
6542,1970,Wood,62343,4
6543,2001,Brick,144281,4
6544,1931,Wood,227298,3
6545,1940,Brick and Wood,147183,3
6546,1968,Brick and Wood,400164,4
6547,2014,Brick,193199,4
6548,1958,Brick,338578,3
6549,1997,Wood,334477,3
6550,1965,Brick,131877,4
6551,1963,Brick,36184,4
6552,1972,Wood,254223,4
6553,1989,Wood,219110,4
6554,2013,Wood,357012,4
6555,2003,Wood,93957,4
6556,1934,Brick,49901,3
6557,1938,Brick and Wood,494020,3
6558,1941,Wood,127688,4
6559,2008,Brick,241267,4
6560,2005,Brick and Wood,399770,3
6561,1954,Wood,49014,4
6562,1943,Brick and Wood,363818,3
6563,1993,Wood,332407,3
6564,1997,Wood,428582,3
6565,2016,Brick and Wood,38095,4
6566,2006,Wood,37864,4
6567,1980,Brick,427528,4
6568,2000,Brick,397354,3
6569,1985,Wood,237890,3
6570,1939,Brick and Wood,48078,3
6571,1957,Brick,401696,3
6572,1966,Brick and Wood,67521,3
6573,1941,Wood,285246,4
6574,1990,Wood,142500,3
6575,2012,Brick and Wood,470058,3
6576,1958,Wood,180501,3
6577,1982,Brick,236277,4
6578,1966,Brick,151363,4
6579,1954,Brick,365311,4
6580,1947,Brick and Wood,169275,4
6581,1998,Brick and Wood,60725,4
6582,2013,Brick,119260,4
6583,2013,Brick,119353,3
6584,1934,Brick and Wood,262994,3
6585,1930,Brick,168938,4
6586,2014,Brick,71854,3
6587,1979,Brick,471497,3
6588,1954,Brick,241672,4
6589,2003,Wood,50841,4
6590,1945,Brick,450886,3
6591,2004,Brick and Wood,337224,3
6592,1961,Brick and Wood,396196,4
6593,1930,Wood,221122,4
6594,1997,Brick,486917,3
6595,1972,Brick and Wood,299651,4
6596,2015,Wood,362963,4
6597,1934,Brick and Wood,419762,3
6598,1981,Brick,203353,3
6599,1978,Brick,273193,4
6600,1983,Wood,383999,3
6601,1935,Brick and Wood,376152,4
6602,1951,Wood,409031,3
6603,1941,Brick and Wood,221867,4
6604,2009,Brick,169528,4
6605,1990,Brick,429697,4
6606,1939,Brick and Wood,123781,3
6607,1980,Brick and Wood,194074,4
6608,2010,Brick and Wood,478409,3
6609,1970,Wood,252778,4
6610,2011,Brick,340760,3
6611,2007,Wood,495499,4
6612,1961,Brick and Wood,50660,3
6613,2005,Brick and Wood,426241,3
6614,1939,Brick,210202,3
6615,2007,Wood,105173,4
6616,1943,Wood,497558,4
6617,1977,Brick,469504,3
6618,1969,Brick and Wood,96546,4
6619,2013,Brick,312918,3
6620,1976,Brick and Wood,367324,3
6621,1951,Wood,403014,4
6622,1959,Brick,37208,4
6623,2003,Brick,330966,3
6624,1985,Wood,187916,3
6625,1938,Brick and Wood,286211,3
6626,1961,Brick,424637,4
6627,1985,Brick and Wood,197147,3
6628,1968,Brick,243017,3
6629,1990,Brick,301039,3
6630,1941,Brick and Wood,492887,3
6631,1962,Wood,326954,4
6632,1993,Brick and Wood,52639,4
6633,2010,Brick,328059,4
6634,1957,Wood,142423,3
6635,1969,Brick and Wood,342892,3
6636,1971,Wood,227383,3
6637,1959,Brick,173135,3
6638,1980,Wood,95969,3
6639,1990,Brick and Wood,387584,4
6640,1982,Wood,180967,4
6641,2007,Wood,241425,4
6642,1962,Brick,148650,3
6643,1986,Wood,463357,3
6644,1937,Brick and Wood,387623,4
6645,2011,Wood,129990,3
6646,1965,Brick and Wood,279164,3
6647,1971,Brick,53588,4
6648,1998,Wood,491453,3
6649,1931,Wood,141663,4
6650,1939,Brick,277390,4
6651,1951,Wood,36616,3
6652,1932,Brick,160901,3
6653,2007,Wood,76970,4
6654,1982,Wood,477653,4
6655,1986,Brick,162013,4
6656,1973,Wood,131310,4
6657,1965,Brick and Wood,60903,4
6658,1950,Brick and Wood,214221,4
6659,2002,Wood,451034,3
6660,2001,Wood,477351,3
6661,1997,Brick and Wood,128921,3
6662,1947,Brick,258856,4
6663,1992,Brick,76257,4
6664,1991,Wood,385724,4
6665,1990,Wood,199803,3
6666,1998,Wood,378464,4
6667,1940,Brick and Wood,246540,4
6668,2006,Wood,168878,4
6669,2014,Brick and Wood,397715,3
6670,1936,Wood,51054,4
6671,1943,Wood,173926,3
6672,2010,Wood,385041,4
6673,1939,Brick and Wood,326970,3
6674,1946,Wood,129981,4
6675,1934,Brick,210889,3
6676,1958,Brick and Wood,475165,3
6677,1984,Wood,314643,3
6678,1939,Brick,49138,3
6679,1981,Brick and Wood,259113,3
6680,1930,Wood,358376,4
6681,1947,Wood,484125,3
6682,2004,Wood,43928,4
6683,1935,Brick and Wood,34208,4
6684,1966,Brick and Wood,419660,3
6685,1983,Brick and Wood,32281,4
6686,2015,Brick and Wood,221096,3
6687,2016,Brick and Wood,219409,3
6688,1940,Brick,128536,3
6689,1990,Brick,233417,3
6690,1976,Wood,482775,3
6691,2005,Brick and Wood,439031,3
6692,1949,Brick,438163,4
6693,1937,Wood,447307,3
6694,1982,Brick,272440,4
6695,1965,Brick,261041,4
6696,1930,Wood,111938,4
6697,2007,Brick and Wood,314946,3
6698,1966,Brick,111148,3
6699,1983,Wood,105807,3
6700,1943,Brick,179644,3
6701,2014,Brick,258390,3
6702,2011,Brick and Wood,387108,3
6703,2015,Wood,247906,3
6704,2001,Wood,442604,4
6705,1977,Wood,448543,4
6706,1999,Brick,411420,3
6707,1965,Brick,269307,3
6708,1939,Brick,280520,3
6709,1938,Brick and Wood,497263,4
6710,1954,Brick,230683,4
6711,1931,Brick,356114,4
6712,1931,Brick,189618,3
6713,1960,Wood,369550,4
6714,1963,Brick,248436,3
6715,1970,Wood,330038,3
6716,1996,Wood,127854,4
6717,1947,Brick,273151,3
6718,1990,Wood,125363,3
6719,1941,Brick,487958,4
6720,1980,Brick,186021,3
6721,1955,Brick and Wood,377771,4
6722,1953,Brick,312706,4
6723,1963,Brick and Wood,46773,4
6724,2003,Brick and Wood,177405,3
6725,1949,Brick,164671,4
6726,1973,Brick and Wood,131593,3
6727,1989,Wood,55243,4
6728,1956,Wood,131875,4
6729,2001,Brick and Wood,166979,4
6730,2001,Brick and Wood,90922,3
6731,1930,Wood,389181,4
6732,1994,Wood,462288,4
6733,1994,Brick and Wood,395942,4
6734,2002,Wood,80580,4
6735,1971,Brick and Wood,284783,4
6736,1970,Wood,366725,3
6737,1995,Brick,87744,3
6738,2009,Brick,395999,3
6739,1973,Brick and Wood,60894,3
6740,1983,Wood,320319,4
6741,1981,Brick,487038,4
6742,2006,Wood,181859,4
6743,2013,Brick and Wood,320689,3
6744,2003,Wood,384350,3
6745,1977,Wood,456985,4
6746,2016,Wood,310082,3
6747,1932,Brick,226986,3
6748,1984,Brick and Wood,244765,4
6749,1953,Wood,246916,4
6750,1992,Brick,62999,4
6751,1983,Brick and Wood,352498,3
6752,1932,Brick,261725,3
6753,1940,Wood,367217,3
6754,1930,Brick and Wood,94652,3
6755,2011,Brick and Wood,345730,3
6756,1940,Brick and Wood,301548,4
6757,1933,Wood,306873,4
6758,1944,Wood,487595,3
6759,1933,Wood,76982,3
6760,1974,Brick and Wood,36631,4
6761,2016,Wood,345148,3
6762,1935,Wood,262086,4
6763,2001,Wood,383439,4
6764,1962,Brick and Wood,125478,3
6765,1992,Wood,175327,3
6766,2006,Brick,364210,3
6767,1984,Wood,431435,4
6768,1947,Wood,92387,4
6769,1955,Brick and Wood,69025,4
6770,1959,Brick,38202,3
6771,1944,Wood,104231,3
6772,1938,Brick,329524,4
6773,1973,Brick and Wood,478774,4
6774,1961,Brick,254034,4
6775,1967,Wood,444205,3
6776,2016,Brick and Wood,424665,3
6777,2003,Brick and Wood,417935,4
6778,1942,Brick,176464,4
6779,1995,Wood,163601,4
6780,1939,Wood,65412,4
6781,2000,Brick,487274,4
6782,1976,Wood,480576,3
6783,1964,Wood,337114,3
6784,2002,Brick,392813,3
6785,1941,Brick,54838,4
6786,1971,Brick,370326,3
6787,2006,Brick,487908,4
6788,1957,Wood,62786,4
6789,1970,Brick,70446,3
6790,1940,Wood,194555,3
6791,1963,Brick and Wood,173849,4
6792,1931,Brick and Wood,68561,3
6793,1995,Wood,339478,3
6794,1966,Brick,314411,4
6795,1945,Wood,69431,3
6796,2014,Brick,380753,4
6797,1982,Brick and Wood,498902,4
6798,2007,Wood,341224,4
6799,1989,Brick and Wood,161552,4
6800,1954,Wood,115690,3
6801,2012,Brick and Wood,440559,4
6802,1998,Wood,209379,4
6803,1957,Brick,167412,4
6804,1930,Wood,469642,4
6805,1952,Brick,221550,3
6806,1997,Brick,486918,3
6807,1987,Brick and Wood,157859,4
6808,1935,Brick and Wood,273585,4
6809,1931,Wood,225480,3
6810,1980,Wood,340634,4
6811,1943,Brick,47751,3
6812,1947,Brick,194962,4
6813,1989,Brick,61948,4
6814,1936,Brick,423177,4
6815,1955,Wood,431050,3
6816,1990,Brick and Wood,341247,4
6817,1950,Brick,384625,4
6818,1976,Brick and Wood,453573,4
6819,1956,Brick,164609,4
6820,1968,Wood,144861,3
6821,1950,Brick,426115,3
6822,1980,Brick and Wood,136159,4
6823,1988,Wood,182629,3
6824,1963,Brick,394540,3
6825,1949,Wood,394699,4
6826,1968,Wood,323785,3
6827,1995,Brick,64055,4
6828,1978,Brick,370497,3
6829,1981,Brick,366401,3
6830,1942,Brick and Wood,80534,4
6831,1997,Brick and Wood,209890,4
6832,1948,Brick and Wood,163951,4
6833,1978,Brick and Wood,408696,3
6834,1944,Wood,481581,3
6835,1976,Brick,190287,4
6836,1951,Wood,207584,4
6837,1952,Brick,144081,3
6838,2003,Brick and Wood,312895,3
6839,1934,Wood,95530,4
6840,1960,Wood,33768,3
6841,1999,Wood,307548,3
6842,1933,Brick and Wood,349901,4
6843,1992,Brick and Wood,211749,4
6844,1980,Brick and Wood,150396,4
6845,1940,Brick,462758,3
6846,1957,Wood,403548,4
6847,1970,Brick,352097,3
6848,1962,Wood,237940,4
6849,1939,Brick and Wood,176947,3
6850,1930,Brick and Wood,267361,4
6851,1962,Brick,172618,3
6852,1943,Brick,474876,4
6853,1995,Brick,179933,4
6854,1994,Brick,423051,4
6855,2003,Wood,150219,4
6856,1953,Brick and Wood,419575,3
6857,1976,Brick,37096,4
6858,1937,Brick and Wood,156643,3
6859,1971,Brick,302976,3
6860,1969,Wood,267878,4
6861,1984,Wood,139628,3
6862,1964,Brick and Wood,308680,3
6863,2012,Wood,382297,4
6864,1983,Brick,451894,4
6865,1973,Brick,101903,4
6866,1993,Brick,37929,3
6867,1988,Brick,333679,4
6868,1945,Brick and Wood,445254,4
6869,1984,Brick and Wood,489588,4
6870,1983,Brick and Wood,197597,4
6871,1942,Brick,393349,3
6872,2001,Wood,271149,3
6873,2004,Brick,299647,4
