reportno,date,description,street ,zipcode
16311,2014-12-31,Everyone's fault,18293 OHIO RIVER BL,62174
16312,2014-11-18,Not Customer's fault,18294 MONROEVILLE BL,60515
16313,2015-11-26,Customer's fault,18295 CLAIRTON BL,60628
16314,2015-04-14,Everyone's fault,18296 WILLIAM FLYNN HW,61478
16315,2014-09-19,Customer's fault,18297 CLAIRTON BL,61974
16316,2014-12-26,Customer's fault,18298 HARROGATE RD,61512
16317,2014-12-10,Everyone's fault,18299 MOON CLINTON RD,62531
16318,2016-06-12,Customer's fault,18300 NORSIS DR,61886
16319,2016-07-22,Everyone's fault,18301 MT ROYAL BL,62146
16320,2015-05-26,Not Customer's fault,18302 GIBSONIA RD,61670
16321,2014-11-05,Customer's fault,18303 GLENN AV,60743
16322,2016-01-31,Not Customer's fault,18304 PENHURST DR,61709
16323,2014-06-09,Customer's fault,18305 RIALTO ST,62281
16324,2014-06-16,Everyone's fault,18306 BOSTON HOLLOW RD,60494
16325,2015-06-30,Everyone's fault,18307 CATSKILL AV,61537
16326,2015-12-06,Not Customer's fault,18308 BEULAH RD,60289
16327,2015-01-27,Not Customer's fault,18309 MT ROYAL BL,62369
16328,2014-12-04,Customer's fault,18310 AMITY ST,61888
16329,2016-11-18,Everyone's fault,18311 OHIO RIVER BL,61024
16330,2016-08-01,Not Customer's fault,18312 WM PENN HWY HW,62023
16331,2016-01-23,Not Customer's fault,18313 WEST 7TH AV,60160
16332,2016-12-10,Customer's fault,18314 SCOTT TOWN CENTER DR,62388
16333,2014-07-17,Everyone's fault,18315 SHAFER RD,61507
16334,2014-11-26,Customer's fault,18316 WASHINGTON AVE AV,60104
16335,2015-04-14,Everyone's fault,18317 N BIRMINGHAM AV,61014
16336,2014-06-12,Everyone's fault,18318 WILLIAM FLYNN HW,62124
16337,2015-01-18,Not Customer's fault,18319 OLD CLAIRTON RD,60876
16338,2015-01-04,Not Customer's fault,18320 SCRUBGRASS RD,60977
16339,2016-01-27,Everyone's fault,18321 RIVER ROAD RD,60407
16340,2016-05-01,Customer's fault,18322 PARKER ST,61981
16341,2015-07-15,Customer's fault,18323 ATEN RD,61190
16342,2014-12-02,Not Customer's fault,18324 PERRY HW,60266
16343,2014-10-13,Customer's fault,18325 FIFTH AV,62459
16344,2014-09-26,Not Customer's fault,18326 HIRSHINGER RD,61250
16345,2015-12-10,Customer's fault,18327 MCCLAREN RD,60853
16346,2016-09-26,Everyone's fault,18328 DUNCAN AV,60430
16347,2015-10-07,Not Customer's fault,18329 HARTS RUN RD,61569
16348,2015-05-07,Not Customer's fault,18330 EWING RD,61964
16349,2016-02-03,Everyone's fault,18331 BEAVER ST,61187
16350,2015-05-28,Not Customer's fault,18332 CLAIRTON BL,60695
16351,2015-05-03,Everyone's fault,18333 OHIO RIVER BL,60642
16352,2015-09-29,Customer's fault,18334 BABCOCK BL,60547
16353,2016-11-29,Customer's fault,18335 NORWOOD AV,60920
16354,2016-07-06,Not Customer's fault,18336 BRODHEAD RD,62317
16355,2015-01-12,Not Customer's fault,18337 THIRD AV,60338
16356,2016-07-30,Everyone's fault,18338 CLIFFMINE RD,60467
16357,2015-12-31,Not Customer's fault,18339 UNION AV,61727
16358,2016-04-06,Everyone's fault,18340 MT ROYAL BL,60818
16359,2016-05-13,Not Customer's fault,18341 TILBROOK RD,62294
16360,2014-10-03,Not Customer's fault,18342 WASHINTON PK,60363
16361,2015-09-04,Everyone's fault,18343 CARNEGIE INT/RAMP E RD,62239
16362,2016-03-02,Not Customer's fault,18344 SAINT PATRICK ST,61423
16363,2014-04-09,Not Customer's fault,18345 BBOOKLINE BL,61319
16364,2014-05-12,Not Customer's fault,18346 SAW MILL RUN DR,61245
16365,2015-06-17,Not Customer's fault,18347 LIBERTY BR,60622
16366,2015-11-05,Everyone's fault,18348 BIRMINGHAM BR,60269
16367,2015-09-22,Everyone's fault,18349 SAW MILL RUN BL,62268
16368,2016-12-22,Customer's fault,18350 CHARLES ST,60597
16369,2016-09-14,Everyone's fault,18351 BROADWAY AV,60198
16370,2014-08-10,Not Customer's fault,18352 SARAH ST,61136
16371,2015-11-29,Not Customer's fault,18353 LIBERTY BR,60131
16372,2016-10-31,Not Customer's fault,18354 ELEVENTH ST,61200
16373,2015-05-08,Not Customer's fault,18355 FREEPORT RD,62327
16374,2016-08-18,Customer's fault,18356 FREEPORT RD,62028
16375,2014-05-09,Not Customer's fault,18357 FREEPORT RD,60478
16376,2016-10-01,Everyone's fault,18358 DORSEYVILLE DR,61038
16377,2014-05-22,Customer's fault,18359 OAKWOOD ST,60486
16378,2015-03-01,Everyone's fault,18360 PENN CR,61768
16379,2015-04-16,Customer's fault,18361 CLAIR ST,60270
16380,2014-05-23,Not Customer's fault,18362 FIFTH AV,62317
16381,2015-05-16,Not Customer's fault,18363 BRADDOCK AV,61690
16382,2016-11-05,Everyone's fault,18364 ALLIES OF THE BL,61033
16383,2015-03-15,Customer's fault,18365 BEELER ST,62528
16384,2014-06-20,Everyone's fault,18366 DALLAS AV,60469
16385,2016-02-24,Everyone's fault,18367 FIFTH AV,61078
16386,2015-06-21,Customer's fault,18368 PENN AV,61049
16387,2014-04-13,Not Customer's fault,18369 MURRAY AV,62051
16388,2014-08-28,Everyone's fault,18370 BOUQUET ST,60794
16389,2016-03-14,Not Customer's fault,18371 DALLAS AV,61410
16390,2014-06-03,Not Customer's fault,18372 MONTCLAIR ST,60288
16391,2014-08-20,Not Customer's fault,18373 BEECHWOOD BL,62388
16392,2015-11-24,Not Customer's fault,18374 MCCRADY RD,60789
16393,2015-02-13,Everyone's fault,18375 EVERGREEN AV,61174
16394,2015-08-23,Everyone's fault,18376 MONTOUR INT/RMP B RD,61155
16395,2014-10-28,Not Customer's fault,18377 CLINTON RD,62439
16396,2016-01-06,Customer's fault,18378 THORN RUN RD,61276
16397,2014-12-04,Not Customer's fault,18379 THORN RUN RD,62025
16398,2014-08-26,Customer's fault,18380 BEAVER GRADE RD,62137
16399,2015-11-28,Customer's fault,18381 THORN RUN RD,62100
16400,2016-02-11,Everyone's fault,18382 MCCLEARY ST,60857
16401,2014-12-07,Everyone's fault,18383 PEEBLES RD,61335
16402,2015-08-14,Not Customer's fault,18384 MCKNIGHT RD,61932
16403,2015-08-14,Everyone's fault,18385 INGOMAR RD,60607
16404,2015-12-30,Everyone's fault,18386 PERRY HW,60471
16405,2015-05-03,Everyone's fault,18387 PEEBLES RD,62282
16406,2015-10-11,Customer's fault,18388 PEEBLES RD,60497
16407,2014-08-04,Everyone's fault,18389 PERRY HW,61188
16408,2014-12-16,Customer's fault,18390 PINE CREEK RD,61598
16409,2016-02-24,Not Customer's fault,18391 PERRY HW,61303
16410,2016-02-16,Everyone's fault,18392 PERRYMONT RD,60930
16411,2015-12-30,Everyone's fault,18393 LYSLE BL,62134
16412,2014-05-14,Everyone's fault,18394 BROADWAY ST,61296
16413,2016-02-05,Everyone's fault,18395 WILDWOOD RD,61638
16414,2015-01-22,Not Customer's fault,18396 MOHAWK DR,61901
16415,2015-01-28,Everyone's fault,18397 DUNCAN AV,62471
16416,2015-09-25,Everyone's fault,18398 WILLIAM FLYNN HW,62569
16417,2015-08-29,Customer's fault,18399 SAMPLE RD,61233
16418,2016-12-07,Everyone's fault,18400 WILLIAM FLYNN HW,62336
16419,2015-12-16,Not Customer's fault,18401 WEST HARDIES RD,60807
16420,2016-01-19,Not Customer's fault,18402 MIDDLE RD,61265
16421,2015-05-05,Not Customer's fault,18403 WILDWOOD RD,60615
16422,2014-04-29,Everyone's fault,18404 MIDDLE RD,61348
16423,2016-08-03,Customer's fault,18405 WILLIAM FLYNN HW,61293
16424,2016-09-08,Everyone's fault,18406 PA STATE RT 8 HW,62138
16425,2016-09-09,Customer's fault,18407 WILLIAM FLYNN HW,61190
16426,2015-09-17,Everyone's fault,18408 DUNCAN AV,60864
16427,2016-08-28,Customer's fault,18409 DUNCAN AV,62213
16428,2014-11-16,Everyone's fault,18410 MT ROYAL BL,61534
16429,2015-08-03,Not Customer's fault,18411 WILDWOOD RD,61158
16430,2014-10-17,Customer's fault,18412 WILLIAM FLYNN HW,61852
16431,2015-08-10,Everyone's fault,18413 WILLIAM FLYNN HW,62420
16432,2016-03-26,Not Customer's fault,18414 DUNCAN AV,62409
16433,2014-05-02,Customer's fault,18415 FORWARD AV,61868
16434,2016-12-21,Not Customer's fault,18416 SHADY AV,61379
16435,2014-04-23,Not Customer's fault,18417 PENN AV,62079
16436,2015-01-31,Not Customer's fault,18418 FIFTH AV,62489
16437,2016-08-12,Customer's fault,18419 BENNETT ST,62069
16438,2015-06-17,Not Customer's fault,18420 NEGLEY AV,60662
16439,2015-09-11,Not Customer's fault,18421 PENN A AV,62059
16440,2016-05-30,Not Customer's fault,18422 BENNETT ST,62038
16441,2015-04-02,Not Customer's fault,18423 MOUNT PLEASANT RD,60663
16442,2015-07-08,Not Customer's fault,18424 FIFTH AV,62119
16443,2014-10-30,Not Customer's fault,18425 WASHINGTON BL,61598
16444,2014-12-15,Everyone's fault,18426 BEECHWOOD BL,60603
16445,2015-04-16,Customer's fault,18427 FIFTH AV,62506
16446,2015-07-23,Everyone's fault,18428 SHADY AV,61274
16447,2016-03-31,Not Customer's fault,18429 OHIO RIVER BL,61727
16448,2015-04-28,Not Customer's fault,18430 W NORTH AV,62372
16449,2016-07-02,Customer's fault,18431 BUTLER ST,62455
16450,2016-09-01,Everyone's fault,18432 GRANT ST,60317
16451,2015-07-11,Not Customer's fault,18433 CROSSTOWN BL,60667
16452,2015-02-06,Everyone's fault,18434 PENN AV,60674
16453,2014-10-16,Everyone's fault,18435 SMITHFIELD ST,62364
16454,2016-09-14,Not Customer's fault,18436 LIBERTY AV,60136
16455,2016-03-11,Customer's fault,18437 THIRTYFIRST ST,60496
16456,2014-08-29,Everyone's fault,18438 ELEVENTH ST,61647
16457,2016-02-09,Not Customer's fault,18439 RHINE ST,62605
16458,2016-10-19,Everyone's fault,18440 PERRYSVILLE AV,60116
16459,2016-02-27,Everyone's fault,18441 MADISON AV,61437
16460,2016-07-14,Not Customer's fault,18442 BANKSVILLE RD,62423
16461,2016-02-08,Everyone's fault,18443 LIBERTY BRIDGE TN,62234
16462,2016-11-23,Everyone's fault,18444 BERWIN ST,61400
16463,2015-08-13,Not Customer's fault,18445 BANKSVILLE RD,62524
16464,2014-11-27,Everyone's fault,18446 LIBERTY BR,60482
16465,2016-09-30,Everyone's fault,18447 BAUSMAN ST,61776
16466,2016-03-10,Not Customer's fault,18448 LIBERTY AV,62233
16467,2014-07-11,Customer's fault,18449 SARAH ST,61816
16468,2015-04-07,Customer's fault,18450 EAST CARSON ST,60186
16469,2014-12-13,Everyone's fault,18451 WEST LIBERTY AV,62403
16470,2015-05-16,Everyone's fault,18452 EAST CARSON ST,61634
16471,2015-08-23,Everyone's fault,18453 BIRMINGHAM BR,61704
16472,2015-03-13,Customer's fault,18454 SOUTH 18TH ST,61636
16473,2016-01-23,Not Customer's fault,18455 MARSHALL AV,60685
16474,2016-06-09,Not Customer's fault,18456 MARSHALL RD,62427
16475,2016-01-07,Customer's fault,18457 PENN AV,61354
16476,2016-02-03,Customer's fault,18458 TENTH BP,61419
16477,2015-02-15,Everyone's fault,18459 MAIN ST,60859
16478,2015-12-18,Everyone's fault,18460 STANTON AV,62247
16479,2016-12-22,Everyone's fault,18461 LIBERTY BR,60803
16480,2014-08-05,Everyone's fault,18462 GRANT ST,61518
16481,2016-03-16,Everyone's fault,18463 PENN AV,61977
16482,2014-12-14,Customer's fault,18464 WASHINGTON BL,60624
16483,2016-10-05,Not Customer's fault,18465 WILLIAM PENN PL,60203
16484,2015-06-09,Everyone's fault,18466 FIFTYFIRST ST,61476
16485,2015-07-29,Customer's fault,18467 FORBES AV,60874
16486,2015-10-06,Everyone's fault,18468 COMMONWEALTH PL,60878
16487,2015-01-18,Not Customer's fault,18469 FIFTH AV,61545
16488,2014-11-18,Customer's fault,18470 SHERIDAN BL,60101
16489,2014-04-10,Everyone's fault,18471 NEW WM PENN HW,61732
16490,2016-05-16,Everyone's fault,18472 OXFORD DR,61706
16491,2014-05-19,Not Customer's fault,18473 SAW MILL RUN BL,62594
16492,2014-05-04,Customer's fault,18474 LICOLN AV,61487
16493,2014-10-15,Everyone's fault,18475 BAUM BL,61447
16494,2015-12-04,Everyone's fault,18476 BENNETT ST,60626
16495,2015-04-02,Not Customer's fault,18477 NORTHUMBERLAND AV,61859
16496,2015-10-10,Not Customer's fault,18478 FORBES AV,60385
16497,2014-07-14,Not Customer's fault,18479 ALLIES BL,60557
16498,2016-10-01,Not Customer's fault,18480 MURRAY AV,61428
16499,2016-10-08,Not Customer's fault,18481 ALLEGHENY VALLEY EX,60698
16500,2016-09-29,Not Customer's fault,18482 OAK RD,60981
16501,2016-10-18,Not Customer's fault,18483 FREEPORT RD,62131
16502,2014-12-31,Customer's fault,18484 LOWGRADE RD,61519
16503,2015-07-19,Not Customer's fault,18485 LOW GRADE RD,60997
16504,2015-09-11,Everyone's fault,18486 FREEPORT RD,62546
16505,2014-05-30,Customer's fault,18487 FREEPORT RD,61364
16506,2016-02-27,Not Customer's fault,18488 FREEPORT RD,60648
16507,2014-06-09,Everyone's fault,18489 SALTSBURG RD,62571
16508,2015-12-19,Not Customer's fault,18490 SPRINGWOOD DR,62180
16509,2014-05-19,Customer's fault,18491 BEULAH RD,62039
16510,2015-09-16,Everyone's fault,18492 FRANKSTOWN RD,60411
16511,2016-11-18,Customer's fault,18493 UNIVERSAL RD,60503
16512,2016-05-09,Everyone's fault,18494 SALTSBURG RD,60983
16513,2015-11-02,Customer's fault,18495 SALTSBURG RD,60939
16514,2014-07-23,Customer's fault,18496 BAUM BL,60192
16515,2016-11-09,Not Customer's fault,18497 PENN LINCOLN PY,60714
16516,2014-04-07,Everyone's fault,18498 PENN LINCOLN PY,62439
16517,2015-03-25,Customer's fault,18499 RAYMOND P SHAFER HW,61322
16518,2016-07-29,Everyone's fault,18500 PENN LINCOLN PY,60820
16519,2015-04-27,Everyone's fault,18501 NORTH HILLS EX,61725
16520,2015-11-07,Customer's fault,18502 SQUIRREL HILL TN,60980
16521,2015-02-28,Customer's fault,18503 YOST BL,60631
16522,2015-12-21,Everyone's fault,18504 BEVINGTON RD,61672
16523,2016-11-19,Everyone's fault,18505 GREENSBURG PK,62182
16524,2014-07-17,Customer's fault,18506 WASHINGTON PK,61748
16525,2016-02-18,Customer's fault,18507 CEDAR RIDGE RD,61793
16526,2016-12-20,Not Customer's fault,18508 HARTS RUN RD,60737
16527,2014-04-07,Everyone's fault,18509 LINCOLN HW,61329
16528,2016-09-21,Everyone's fault,18510 SUMMIT PARK DR,60219
16529,2016-06-04,Not Customer's fault,18511 AIRPORT PY,61865
16530,2016-12-21,Everyone's fault,18512 ALLEGHENY VALLEY EX,61382
16531,2016-03-18,Customer's fault,18513 ETNA BP,60104
16532,2016-11-03,Customer's fault,18514 ALLEGHENY VALLEY EX,60862
16533,2015-08-06,Customer's fault,18515 ALLEGHENY VALLEY EX,60861
16534,2014-11-06,Everyone's fault,18516 ALLEGHENY VALLEY EX,61203
16535,2015-07-28,Customer's fault,18517 ALLEGHENY VALLEY EX,60159
16536,2016-05-11,Customer's fault,18518 YUTES RUN RD,60178
16537,2014-12-03,Not Customer's fault,18519 GREENTREE INT/RAMP C RD,61035
16538,2014-07-05,Not Customer's fault,18520 MALL BL,61363
16539,2015-04-08,Customer's fault,18521 BROADWAY BL,61387
16540,2016-03-29,Not Customer's fault,18522 OLD WILLIAM PENN HW,61060
16541,2016-08-02,Customer's fault,18523 WILLIAM PENN HW,60881
16542,2015-08-06,Not Customer's fault,18524 LINDENDALE DR,61308
16543,2016-08-07,Customer's fault,18525 BOWER HILL RD,60327
16544,2015-08-24,Everyone's fault,18526 BEVERLY RD,62366
16545,2014-05-24,Customer's fault,18527 CONNOR RD,60943
16546,2016-06-26,Everyone's fault,18528 GILKESON RD,60567
16547,2015-10-27,Not Customer's fault,18529 SEGAR RD,60257
16548,2016-12-15,Not Customer's fault,18530 WASHINGTON RD,61704
16549,2016-01-12,Not Customer's fault,18531 WASHINGTON RD,61233
16550,2016-05-27,Everyone's fault,18532 MCKEESPORT RD,62121
16551,2015-09-07,Customer's fault,18533 FOX CHAPEL RD,62125
16552,2014-07-30,Customer's fault,18534 EVANS AV,61420
16553,2015-12-08,Not Customer's fault,18535 WALNUT ST,61987
16554,2015-11-04,Everyone's fault,18536 GROSS AL,62062
16555,2014-06-21,Everyone's fault,18537 THIRD AV,61023
16556,2015-06-27,Everyone's fault,18538 CLAIRTON BL,62222
16557,2014-06-25,Everyone's fault,18539 CAMP HORNE RD,61077
16558,2014-08-28,Not Customer's fault,18540 FORBES AV,61740
16559,2016-09-16,Customer's fault,18541 GLASS RUN RD,61214
16560,2015-02-28,Everyone's fault,18542 SLOOP RD,60491
16561,2016-02-05,Customer's fault,18543 MIDDLE RD,60785
16562,2015-08-31,Customer's fault,18544 PERRYSVILLE AV,61542
16563,2016-07-25,Customer's fault,18545 LIBERTY AV,61612
16564,2016-02-08,Everyone's fault,18546 PENN AV,61061
16565,2016-11-21,Customer's fault,18547 BL OF THE ALLIES RD,60476
16566,2014-12-31,Not Customer's fault,18548 WARRENDALE RD,62101
16567,2016-03-22,Not Customer's fault,18549 WEST FIFTH AV,60702
16568,2015-01-15,Everyone's fault,18550 COURSIN ST,60176
16569,2016-07-01,Not Customer's fault,18551 WESLEY ST,61496
16570,2016-07-29,Customer's fault,18552 WEST FIFTH AV,61433
16571,2015-03-21,Everyone's fault,18553 VERSAILLES AV,61264
16572,2015-03-10,Customer's fault,18554 BROWNLEE AV,60409
16573,2015-01-07,Not Customer's fault,18555 BOWMAN AV,61497
16574,2015-09-14,Customer's fault,18556 LIBRARY RD,61575
16575,2016-06-14,Not Customer's fault,18557 SOOSE RD,60909
16576,2016-05-29,Everyone's fault,18558 BUNOLA RIVER RD,61883
16577,2016-12-07,Not Customer's fault,18559 OHIO RIVER BL,61959
16578,2016-10-18,Everyone's fault,18560 HARMONY RD,62479
16579,2015-09-20,Not Customer's fault,18561 FOURTH AV,61843
16580,2015-05-11,Not Customer's fault,18562 UNIVERSITY BL,60586
16581,2016-10-26,Customer's fault,18563 CORAOPOLIS BL,60771
16582,2016-02-06,Customer's fault,18564 LINCOLN AV,60211
16583,2015-06-07,Not Customer's fault,18565 MILLVALE AV,62512
16584,2016-10-30,Not Customer's fault,18566 EWING RD,62498
16585,2014-06-14,Customer's fault,18567 BROWNSVILLE RD,60338
16586,2016-08-08,Customer's fault,18568 BAUM BL,60886
16587,2016-10-04,Customer's fault,18569 FREEPORT RD,60719
16588,2015-12-25,Customer's fault,18570 BEVERLY RD,60391
16589,2015-11-20,Not Customer's fault,18571 WILDWOOD RD,61907
16590,2015-07-10,Not Customer's fault,18572 9th AV,62451
16591,2015-07-18,Everyone's fault,18573 UNION AV,61859
16592,2014-08-05,Customer's fault,18574 TUNNEL HOLLOW RD,60464
16593,2014-04-24,Everyone's fault,18575 S BALPH AV AV,61891
16594,2016-12-02,Everyone's fault,18576 WILLIAM FLYNN HW,61741
16595,2014-12-08,Everyone's fault,18577 BABCOCK BL,62453
16596,2015-09-16,Customer's fault,18578 WILLIAM FLYNN HW,61000
16597,2015-05-24,Not Customer's fault,18579 WILLIAM FLYNN HW,62075
16598,2015-09-15,Everyone's fault,18580 PERRY HW,60202
16599,2016-12-03,Everyone's fault,18581 GARDEN CITY DR,62366
16600,2014-08-06,Not Customer's fault,18582 MCMICHAEL RD,61408
16601,2014-05-28,Customer's fault,18583 BAKERSTOWN-CULMERVILLE RD,61189
16602,2015-07-21,Not Customer's fault,18584 TOPNICK DR,61428
16603,2016-06-06,Everyone's fault,18585 MINGO RD,60903
16604,2015-05-03,Customer's fault,18586 CLINTON RD,60543
16605,2016-10-17,Everyone's fault,18587 MT. ROYAL BL,61721
16606,2015-08-03,Customer's fault,18588 LITTLE DEER CREEK RD,61876
16607,2015-07-10,Customer's fault,18589 HOMESTEAD GRAYS BRIDGE BR,60969
16608,2015-08-24,Everyone's fault,18590 CLAIRTON BL,61808
16609,2015-11-09,Not Customer's fault,18591 CURRY HOLLOW RD,60523
16610,2015-08-26,Customer's fault,18592 MOSSIDE BL,60364
16611,2016-12-25,Not Customer's fault,18593 THORN RUN RD,61778
16612,2015-03-06,Not Customer's fault,18594 NORTH FREMONT AV,61755
16613,2015-06-08,Not Customer's fault,18595 RAMP RD,61222
16614,2015-09-12,Not Customer's fault,18596 WILLIAM FLYNN HW,62560
16615,2016-09-11,Not Customer's fault,18597 BAKERSTOWN-CULMERVILLE RD,61901
16616,2014-12-18,Everyone's fault,18598 MERRICK AV,60384
16617,2016-04-18,Customer's fault,18599 SHERADEN BL,60685
16618,2015-01-11,Customer's fault,18600 WEST LIBERTY AVE AV,61609
16619,2016-05-09,Not Customer's fault,18601 CRANE AV,61387
16620,2016-06-20,Not Customer's fault,18602 SAW MILL RUN BL,61464
16621,2016-05-11,Everyone's fault,18603 BROOKLINE BL,62275
16622,2014-04-29,Everyone's fault,18604 EAST CARSON ST,61713
16623,2015-04-15,Not Customer's fault,18605 MURIEL ST,60663
16624,2016-12-02,Not Customer's fault,18606 CORLISS ST,60944
16625,2014-12-15,Everyone's fault,18607 BAUM BL,60337
16626,2015-01-10,Everyone's fault,18608 BUTLER ST,61912
16627,2016-11-02,Not Customer's fault,18609 MOSSFIELD ST,62117
16628,2016-04-20,Everyone's fault,18610 BUTLER ST,60175
16629,2015-05-20,Everyone's fault,18611 CENTER AV,62125
16630,2015-06-01,Customer's fault,18612 BUTLER ST,62599
16631,2015-04-25,Customer's fault,18613 N DITHRIDGE ST,61859
16632,2015-10-28,Customer's fault,18614 APPLE ST,60529
16633,2014-11-08,Everyone's fault,18615 FORBES AV,62553
16634,2015-10-11,Everyone's fault,18616 SHADY AV,60534
16635,2014-09-09,Everyone's fault,18617 SOUTH BRADDOCK AV,62566
16636,2016-09-07,Customer's fault,18618 BIRMINGHAM BR,60312
16637,2015-01-05,Everyone's fault,18619 NEGLEY S AV,60636
